"","ID","Név","Link","Kategória","Kivitel","Üzemanyag","Újkori.ára.(mHUF)","Hengerek.száma","Maximális.teljesítmény.(kW)","Maximális.teljesítmény.(LE)","Végsebesség.(km/h)","Gyorsulás.(s)","CO2.kibocsátás.(g/km)","Vegyes.fogyasztás.(l)","Össztömeg.(kg)","Szélesség.(mm)","Hosszúság.(mm)","Magasság.(mm)","Ajtók.száma","Szállítható.személyek.száma"
"200",200,"ALFA ROMEO Alfa 156 SW 1.9 JTD Progression (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_progression-343","Középkategória","Kombi","Dízel",6.42,4,85,116,191,10.7,154,5.81,1815,1745,4430,1420,5,5
"201",201,"ALFA ROMEO Alfa 156 SW 1.9 JTD Distinctive (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_distinctive-344","Középkategória","Kombi","Dízel",6.72,4,85,116,191,10.7,154,5.81,1815,1745,4430,1420,5,5
"202",202,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Progression (2003.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_progression-345","Középkategória","Kombi","Dízel",6.72,4,103,140,209,9.7,162,6.11,1815,1745,4430,1420,5,5
"203",203,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Distinctive (2003.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_distinctive-346","Középkategória","Kombi","Dízel",7.02,4,103,140,209,9.7,162,6.11,1815,1745,4430,1420,5,5
"204",204,"ALFA ROMEO Alfa 156 SW 2.4 JTD Progression (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.4_jtd_progression-347","Középkategória","Kombi","Dízel",7.08,5,110,150,212,9.4,178,6.71,1895,1745,4430,1420,5,5
"205",205,"ALFA ROMEO Alfa 156 SW 2.4 JTD Distinctive (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.4_jtd_distinctive-348","Középkategória","Kombi","Dízel",7.38,5,110,150,212,9.4,178,6.71,1895,1745,4430,1420,5,5
"206",206,"ALFA ROMEO Alfa 156 1.6 T. Spark Impression (2003-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_t._spark_impression-349","Középkategória","Sedan","Benzin",5.375,4,88,120,200,10.5,196,8.21,1785,1745,4435,1390,4,5
"207",207,"ALFA ROMEO Alfa 156 1.6 T. Spark Business (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_t._spark_business-350","Középkategória","Sedan","Benzin",5.625,4,88,120,200,10.5,196,8.21,1785,1745,4435,1390,4,5
"208",208,"ALFA ROMEO Alfa 156 1.6 T. Spark Progression (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_t._spark_progression-351","Középkategória","Sedan","Benzin",5.725,4,88,120,200,10.5,196,8.21,1785,1745,4435,1390,4,5
"209",209,"ALFA ROMEO Alfa 156 1.6 T. Spark Classic (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_t._spark_classic-352","Középkategória","Sedan","Benzin",5.98,4,88,120,200,10.5,196,8.21,1785,1745,4435,1390,4,5
"210",210,"ALFA ROMEO Alfa 156 1.6 T. Spark Distinctive (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_t._spark_distinctive-353","Középkategória","Sedan","Benzin",6.075,4,88,120,200,10.5,196,8.21,1785,1745,4435,1390,4,5
"211",211,"ALFA ROMEO Alfa 156 1.6 T. Spark Exclusive (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.6_t._spark_exclusive-354","Középkategória","Sedan","Benzin",6.575,4,88,120,200,10.5,196,8.21,1785,1745,4435,1390,4,5
"212",212,"ALFA ROMEO Alfa 156 1.8 T. Spark Impression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_t._spark_impression-355","Középkategória","Sedan","Benzin",5.9,4,103,140,208,9.4,203,8.51,1785,1745,4435,1390,4,5
"213",213,"ALFA ROMEO Alfa 156 1.8 T. Spark Progression (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_t._spark_progression-356","Középkategória","Sedan","Benzin",6.46,4,103,140,208,9.4,203,8.51,1785,1745,4435,1390,4,5
"214",214,"ALFA ROMEO Alfa 156 1.8 T. Spark Classic (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_t._spark_classic-357","Középkategória","Sedan","Benzin",6.715,4,103,140,208,9.4,203,8.51,1785,1745,4435,1390,4,5
"215",215,"ALFA ROMEO Alfa 156 1.8 T. Spark Distinctive (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_t._spark_distinctive-358","Középkategória","Sedan","Benzin",6.81,4,103,140,208,9.4,203,8.51,1785,1745,4435,1390,4,5
"216",216,"ALFA ROMEO Alfa 156 1.8 T. Spark Exclusive (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.8_t._spark_exclusive-359","Középkategória","Sedan","Benzin",7.31,4,103,140,208,9.4,203,8.51,1785,1745,4435,1390,4,5
"217",217,"ALFA ROMEO Alfa 156 2.0 JTS Impression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_jts_impression-360","Középkategória","Sedan","Benzin",6.5,4,122,166,220,8.2,206,8.61,1805,1745,4435,1390,4,5
"218",218,"ALFA ROMEO Alfa 156 2.0 JTS Progression (2003-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_jts_progression-361","Középkategória","Sedan","Benzin",7.105,4,122,166,220,8.2,206,8.61,1805,1745,4435,1390,4,5
"219",219,"ALFA ROMEO Alfa 156 2.0 JTS Progression Selespeed (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_jts_progression_selespeed-362","Középkategória","Sedan","Benzin",7.2,4,122,166,220,8.2,206,8.61,1805,1745,4435,1390,4,5
"220",220,"ALFA ROMEO Alfa 156 2.0 JTS Classic (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_jts_classic-363","Középkategória","Sedan","Benzin",7.36,4,122,166,220,8.2,206,8.61,1805,1745,4435,1390,4,5
"221",221,"ALFA ROMEO Alfa 156 2.0 JTS Distinctive (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_jts_distinctive-364","Középkategória","Sedan","Benzin",7.455,4,122,166,220,8.2,206,8.61,1805,1745,4435,1390,4,5
"222",222,"ALFA ROMEO Alfa 156 2.0 JTS Distinctive Selespeed (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_jts_distinctive_selespeed-365","Középkategória","Sedan","Benzin",7.855,4,122,166,220,8.2,206,8.61,1805,1745,4435,1390,4,5
"223",223,"ALFA ROMEO Alfa 156 2.0 JTS Exclusive (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_jts_exclusive-366","Középkategória","Sedan","Benzin",7.955,4,122,166,220,8.2,206,8.61,1805,1745,4435,1390,4,5
"224",224,"ALFA ROMEO Alfa 156 2.0 JTS Exclusive Selespeed (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.0_jts_exclusive_selespeed-367","Középkategória","Sedan","Benzin",8.355,4,122,166,220,8.2,206,8.61,1805,1745,4435,1390,4,5
"225",225,"ALFA ROMEO Alfa 156 2.5 V6 Distinctive (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_distinctive-368","Középkategória","Sedan","Benzin",8.35,6,141,192,230,7.3,282,11.81,1855,1745,4435,1390,4,5
"226",226,"ALFA ROMEO Alfa 156 2.5 V6 Distinctive Q-System (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_distinctive_q-system-369","Középkategória","Sedan","Benzin",8.85,6,141,192,227,8.5,284,11.91,1885,1745,4435,1390,4,5
"227",227,"ALFA ROMEO Alfa 156 2.5 V6 Exclusive (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_exclusive-370","Középkategória","Sedan","Benzin",8.85,6,141,192,230,7.3,282,11.81,1855,1745,4435,1390,4,5
"228",228,"ALFA ROMEO Alfa 156 2.5 V6 Exclusive Q-System (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.5_v6_exclusive_q-system-371","Középkategória","Sedan","Benzin",9.35,6,141,192,227,8.5,284,11.91,1885,1745,4435,1390,4,5
"229",229,"ALFA ROMEO Alfa 156 1.9 JTD Impression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_impression-372","Középkategória","Sedan","Dízel",5.869,4,74,101,185,12.1,154,5.81,1805,1745,4435,1390,4,5
"230",230,"ALFA ROMEO Alfa 156 1.9 JTD Progression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_progression-373","Középkategória","Sedan","Dízel",6.119,4,74,101,185,12.1,154,5.81,1805,1745,4435,1390,4,5
"231",231,"ALFA ROMEO Alfa 156 1.9 JTD Impression (2003-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_impression-374","Középkategória","Sedan","Dízel",6.21,4,85,116,191,10.3,154,5.81,1805,1745,4435,1390,4,5
"232",232,"ALFA ROMEO Alfa 156 1.9 JTD Business (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_business-375","Középkategória","Sedan","Dízel",6.46,4,85,116,191,10.3,154,5.81,1805,1745,4435,1390,4,5
"233",233,"ALFA ROMEO Alfa 156 1.9 JTD Progression (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_progression-376","Középkategória","Sedan","Dízel",6.56,4,85,116,191,10.3,154,5.81,1805,1745,4435,1390,4,5
"234",234,"ALFA ROMEO Alfa 156 1.9 JTD Classic (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_classic-377","Középkategória","Sedan","Dízel",6.815,4,85,116,191,10.3,154,5.81,1805,1745,4435,1390,4,5
"235",235,"ALFA ROMEO Alfa 156 1.9 JTD Distinctive (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_distinctive-378","Középkategória","Sedan","Dízel",6.91,4,85,116,191,10.3,154,5.81,1805,1745,4435,1390,4,5
"236",236,"ALFA ROMEO Alfa 156 1.9 JTD Exclusive (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_exclusive-379","Középkategória","Sedan","Dízel",7.41,4,85,116,191,10.3,154,5.81,1805,1745,4435,1390,4,5
"237",237,"ALFA ROMEO Alfa 156 1.9 JTD 16V Impression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_impression-380","Középkategória","Sedan","Dízel",6.325,4,103,140,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"238",238,"ALFA ROMEO Alfa 156 1.9 JTD 16V Business (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_business-381","Középkategória","Sedan","Dízel",6.575,4,103,140,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"239",239,"ALFA ROMEO Alfa 156 1.9 JTD 16V Progression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_progression-382","Középkategória","Sedan","Dízel",6.675,4,103,140,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"240",240,"ALFA ROMEO Alfa 156 1.9 JTD 16V Classic (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_classic-383","Középkategória","Sedan","Dízel",6.93,4,103,140,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"241",241,"ALFA ROMEO Alfa 156 1.9 JTD 16V Distinctive (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_distinctive-384","Középkategória","Sedan","Dízel",7.025,4,103,140,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"242",242,"ALFA ROMEO Alfa 156 1.9 JTD 16V Exclusive (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_exclusive-385","Középkategória","Sedan","Dízel",7.525,4,103,140,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"243",243,"ALFA ROMEO Alfa 156 1.9 JTD 16V Impression (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_impression-386","Középkategória","Sedan","Dízel",6.635,4,110,150,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"244",244,"ALFA ROMEO Alfa 156 1.9 JTD 16V Business (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_business-387","Középkategória","Sedan","Dízel",6.885,4,110,150,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"245",245,"ALFA ROMEO Alfa 156 1.9 JTD 16V Progression (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_progression-388","Középkategória","Sedan","Dízel",6.985,4,110,150,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"246",246,"ALFA ROMEO Alfa 156 1.9 JTD 16V Classic (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_classic-389","Középkategória","Sedan","Dízel",7.24,4,110,150,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"247",247,"ALFA ROMEO Alfa 156 1.9 JTD 16V Distinctive (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_distinctive-390","Középkategória","Sedan","Dízel",7.335,4,110,150,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"248",248,"ALFA ROMEO Alfa 156 1.9 JTD 16V Exclusive (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_1.9_jtd_16v_exclusive-391","Középkategória","Sedan","Dízel",7.835,4,110,150,209,9.3,157,5.91,1805,1745,4435,1390,4,5
"249",249,"ALFA ROMEO Alfa 156 2.4 JTD 20V Progression (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.4_jtd_20v_progression-392","Középkategória","Sedan","Dízel",7.7,5,129,175,225,8.3,176,6.61,1885,1745,4435,1390,4,5
"250",250,"ALFA ROMEO Alfa 156 2.4 JTD 20V Classic (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.4_jtd_20v_classic-393","Középkategória","Sedan","Dízel",7.955,5,129,175,225,8.3,176,6.61,1885,1745,4435,1390,4,5
"251",251,"ALFA ROMEO Alfa 156 2.4 JTD 20V Distinctive (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.4_jtd_20v_distinctive-394","Középkategória","Sedan","Dízel",8.05,5,129,175,225,8.3,176,6.61,1885,1745,4435,1390,4,5
"252",252,"ALFA ROMEO Alfa 156 2.4 JTD 20V Exclusive (2004-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_2.4_jtd_20v_exclusive-395","Középkategória","Sedan","Dízel",8.55,5,129,175,225,8.3,176,6.61,1885,1745,4435,1390,4,5
"253",253,"ALFA ROMEO Alfa 156 SW 1.6 T. Spark Impression (2003-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_t._spark_impression-396","Középkategória","Kombi","Benzin",5.635,4,88,120,200,11.6,198,8.31,1830,1745,4441,1390,5,5
"254",254,"ALFA ROMEO Alfa 156 SW 1.6 T. Spark Business (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_t._spark_business-397","Középkategória","Kombi","Benzin",5.885,4,88,120,200,11.6,198,8.31,1830,1745,4441,1390,5,5
"255",255,"ALFA ROMEO Alfa 156 SW 1.6 T. Spark Progression (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_t._spark_progression-398","Középkategória","Kombi","Benzin",5.985,4,88,120,200,11.6,198,8.31,1830,1745,4441,1390,5,5
"256",256,"ALFA ROMEO Alfa 156 SW 1.6 T. Spark Classic (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_t._spark_classic-399","Középkategória","Kombi","Benzin",6.24,4,88,120,200,11.6,198,8.31,1830,1745,4441,1390,5,5
"257",257,"ALFA ROMEO Alfa 156 SW 1.6 T. Spark Distinctive (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_t._spark_distinctive-400","Középkategória","Kombi","Benzin",6.335,4,88,120,200,11.6,198,8.31,1830,1745,4441,1390,5,5
"258",258,"ALFA ROMEO Alfa 156 SW 1.6 T. Spark Exclusive (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.6_t._spark_exclusive-401","Középkategória","Kombi","Benzin",6.835,4,88,120,200,11.6,198,8.31,1830,1745,4441,1390,5,5
"259",259,"ALFA ROMEO Alfa 156 SW 1.8 T. Spark Impression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.8_t._spark_impression-402","Középkategória","Kombi","Benzin",6.16,4,103,140,208,9.7,206,8.61,1830,1745,4441,1390,5,5
"260",260,"ALFA ROMEO Alfa 156 SW 1.8 T. Spark Progression (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.8_t._spark_progression-403","Középkategória","Kombi","Benzin",6.72,4,103,140,208,9.7,206,8.61,1830,1745,4441,1390,5,5
"261",261,"ALFA ROMEO Alfa 156 SW 1.8 T. Spark Classic (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.8_t._spark_classic-404","Középkategória","Kombi","Benzin",6.975,4,103,140,208,9.7,206,8.61,1830,1745,4441,1390,5,5
"262",262,"ALFA ROMEO Alfa 156 SW 1.8 T. Spark Distinctive (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.8_t._spark_distinctive-405","Középkategória","Kombi","Benzin",7.07,4,103,140,208,9.7,206,8.61,1830,1745,4441,1390,5,5
"263",263,"ALFA ROMEO Alfa 156 SW 1.8 T. Spark Exclusive (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.8_t._spark_exclusive-406","Középkategória","Kombi","Benzin",7.57,4,103,140,208,9.7,206,8.61,1830,1745,4441,1390,5,5
"264",264,"ALFA ROMEO Alfa 156 SW 2.0 JTS Impression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_jts_impression-407","Középkategória","Kombi","Benzin",6.76,4,122,166,220,8.2,213,8.91,1850,1745,4441,1390,5,5
"265",265,"ALFA ROMEO Alfa 156 SW 2.0 JTS Progression (2003-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_jts_progression-408","Középkategória","Kombi","Benzin",7.365,4,122,166,220,8.2,213,8.91,1850,1745,4441,1390,5,5
"266",266,"ALFA ROMEO Alfa 156 SW 2.0 JTS Progression Selespeed (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_jts_progression_selespeed-409","Középkategória","Kombi","Benzin",7.46,4,122,166,220,8.2,213,8.91,1850,1745,4441,1390,5,5
"267",267,"ALFA ROMEO Alfa 156 SW 2.0 JTS Classic (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_jts_classic-410","Középkategória","Kombi","Benzin",7.62,4,122,166,220,8.2,213,8.91,1830,1745,4441,1390,5,5
"268",268,"ALFA ROMEO Alfa 156 SW 2.0 JTS Distinctive (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_jts_distinctive-411","Középkategória","Kombi","Benzin",7.715,4,122,166,220,8.2,213,8.91,1850,1745,4441,1390,5,5
"269",269,"ALFA ROMEO Alfa 156 SW 2.0 JTS Distinctive Selespeed (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_jts_distinctive_selespeed-412","Középkategória","Kombi","Benzin",8.115,4,122,166,220,8.2,213,8.91,1850,1745,4441,1390,5,5
"270",270,"ALFA ROMEO Alfa 156 SW 2.0 JTS Exclusive (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_jts_exclusive-413","Középkategória","Kombi","Benzin",8.215,4,122,166,220,8.2,213,8.91,1850,1745,4441,1390,5,5
"271",271,"ALFA ROMEO Alfa 156 SW 2.0 JTS Exclusive Selespeed (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.0_jts_exclusive_selespeed-414","Középkategória","Kombi","Benzin",8.615,4,122,166,220,8.2,213,8.91,1850,1745,4441,1390,5,5
"272",272,"ALFA ROMEO Alfa 156 SW 2.5 V6 Distinctive (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.5_v6_distinctive-415","Középkategória","Kombi","Benzin",8.61,6,141,192,230,7.3,282,11.81,1900,1745,4441,1390,5,5
"273",273,"ALFA ROMEO Alfa 156 SW 2.5 V6 Distinctive Q-System (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.5_v6_distinctive_q-system-416","Középkategória","Kombi","Benzin",9.11,6,141,192,227,8.5,284,11.91,1930,1745,4441,1390,5,5
"274",274,"ALFA ROMEO Alfa 156 SW 2.5 V6 Exclusive (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.5_v6_exclusive-417","Középkategória","Kombi","Benzin",9.11,6,141,192,230,7.3,282,11.81,1900,1745,4441,1390,5,5
"275",275,"ALFA ROMEO Alfa 156 SW 2.5 V6 Exclusive Q-System (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_2.5_v6_exclusive_q-system-418","Középkategória","Kombi","Benzin",9.61,6,141,192,227,8.5,284,11.91,1930,1745,4441,1390,5,5
"276",276,"ALFA ROMEO Alfa 156 SW 1.9 JTD Impression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_impression-419","Középkategória","Kombi","Dízel",6.129,4,74,101,185,12.5,160,6.01,1850,1745,4441,1390,5,5
"277",277,"ALFA ROMEO Alfa 156 SW 1.9 JTD Progression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_progression-420","Középkategória","Kombi","Dízel",6.379,4,74,101,185,12.5,160,6.01,1850,1745,4441,1390,5,5
"278",278,"ALFA ROMEO Alfa 156 SW 1.9 JTD Impression (2003-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_impression-421","Középkategória","Kombi","Dízel",6.47,4,85,116,185,12.5,160,6.01,1850,1745,4441,1390,5,5
"279",279,"ALFA ROMEO Alfa 156 SW 1.9 JTD Business (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_business-422","Középkategória","Kombi","Dízel",6.72,4,85,116,185,12.5,160,6.01,1850,1745,4441,1390,5,5
"280",280,"ALFA ROMEO Alfa 156 SW 1.9 JTD Progression (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_progression-423","Középkategória","Kombi","Dízel",6.82,4,85,116,191,10.7,160,6.01,1850,1745,4441,1390,5,5
"281",281,"ALFA ROMEO Alfa 156 SW 1.9 JTD Classic (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_classic-424","Középkategória","Kombi","Dízel",7.075,4,85,116,191,10.7,160,6.01,1850,1745,4441,1390,5,5
"282",282,"ALFA ROMEO Alfa 156 SW 1.9 JTD Distinctive (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_distinctive-425","Középkategória","Kombi","Dízel",7.17,4,85,116,191,10.7,160,6.01,1850,1745,4441,1390,5,5
"283",283,"ALFA ROMEO Alfa 156 SW 1.9 JTD Exclusive (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_exclusive-426","Középkategória","Kombi","Dízel",7.67,4,85,116,191,10.7,160,6.01,1850,1745,4441,1390,5,5
"284",284,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Impression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_impression-427","Középkategória","Kombi","Dízel",6.585,4,103,140,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"285",285,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Business (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_business-428","Középkategória","Kombi","Dízel",6.835,4,103,140,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"286",286,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Progression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_progression-429","Középkategória","Kombi","Dízel",6.935,4,103,140,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"287",287,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Classic (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_classic-430","Középkategória","Kombi","Dízel",7.19,4,103,140,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"288",288,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Distinctive (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_distinctive-431","Középkategória","Kombi","Dízel",7.285,4,103,140,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"289",289,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Exclusive (2004.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_exclusive-432","Középkategória","Kombi","Dízel",7.785,4,103,140,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"290",290,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Impression (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_impression-433","Középkategória","Kombi","Dízel",6.895,4,110,150,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"291",291,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Business (2004-2005)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_business-434","Középkategória","Kombi","Dízel",7.145,4,110,150,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"292",292,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Progression (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_progression-435","Középkategória","Kombi","Dízel",7.245,4,110,150,209,9.7,162,6.11,1850,1745,4441,1390,5,5
"293",293,"ALFA ROMEO Alfa 156 SW 1.9 JTD 16V Classic (2004-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_16v_classic-436","Középkategória","Kombi","Dízel",7.5,4,110,150,209,9.7,162,6.11,1850,1745,4441,1390,5,5
